"id","house_id","city_name","rooms","cost","tweet_id","c_counter"
506,1639923,"Oviedo",3,681,"1355116948980432900",0
507,156269,"Valencia",5,926,"1355118839747514368",0
508,884450,"Sevilla",4,705,"1355120730158067712",0
509,339798,"Valencia",1,477,"1355122872675655682",0
510,416506,"Barcelona",5,1253,"1355124511860011011",0
511,1196065,"Bilbao",5,1236,"1355127157526323200",0
512,1711120,"Valencia",3,1120,"1355129803293261825",0
513,348479,"Sevilla",1,1032,"1355131945685024768",0
514,1798575,"Oviedo",2,893,"1355133836410163205",0
515,226260,"Madrid",4,1188,"1355135726900432897",0
516,1670169,"Oviedo",1,1377,"1355137869325725697",0
517,1503042,"Sevilla",3,484,"1355139256944123911",0
518,1264037,"Valencia",4,716,"1355140644147240961",0
519,117650,"Barcelona",2,1214,"1355141024629317632",0
520,253837,"Oviedo",3,1002,"1355143418297655296",0
521,1849735,"Barcelona",1,555,"1355145560437698561",0
522,2015001,"Barcelona",5,1108,"1355145940953411585",0
523,1864824,"Oviedo",4,834,"1355148335045341187",0
524,173157,"Madrid",4,1106,"1355150477374205953",0
525,882979,"Ibiza",4,472,"1355151864820621313",0
526,737256,"Barcelona",5,609,"1355153504021717001",0
527,419410,"Ibiza",4,814,"1355156149952270336",0
528,940990,"Bilbao",1,1277,"1355157788889133058",0
529,1655629,"Bilbao",1,887,"1355159427972820994",0
530,1964572,"Sevilla",1,962,"1355161067232571394",0
531,888828,"Bilbao",4,586,"1355163209565671427",0
532,1272406,"Barcelona",3,619,"1355165855353548804",0
533,1651410,"Oviedo",1,1111,"1355167494412103680",0
534,167029,"Ibiza",1,1345,"1355170140095188993",0
535,686887,"Valencia",3,620,"1355172785560186885",0
536,488520,"Oviedo",1,1021,"1355173166067417093",0
537,2019057,"Barcelona",2,760,"1355175811771490307",0
538,1933574,"Ibiza",1,848,"1355177953857069057",0
539,1210384,"Oviedo",5,1077,"1355180599582064642",0
540,1421072,"Sevilla",1,1382,"1355182238766428163",0
541,1758687,"Valencia",3,1329,"1355184129634136064",0
542,1178820,"Ibiza",5,899,"1355184469754441729",0
543,173236,"Madrid",3,400,"1355186408554639363",0
544,1809399,"Valencia",1,870,"1355187292734947331",0
545,193043,"Sevilla",2,993,"1355187673204404225",0
546,390003,"Valencia",3,1006,"1355188557032394757",0
547,691554,"Bilbao",3,497,"1355189944462028802",0
548,1628688,"Madrid",2,450,"1355190828411576323",0
549,803131,"Valencia",4,456,"1355192215736356864",0
550,1803030,"Sevilla",2,1074,"1355193603346341893",0
551,402339,"Valencia",3,1157,"1355194235830591488",0
552,447750,"Valencia",3,1223,"1355195623457349633",0
553,1857710,"Sevilla",2,1372,"1355197010861846531",0
554,794800,"Ibiza",4,1249,"1355198397884592130",0
555,1551670,"Oviedo",5,519,"1355199785490386947",0
556,1508370,"Oviedo",5,1128,"1355200669247033346",0
557,41428,"Barcelona",3,1435,"1355201804947124227",0
558,388748,"Bilbao",4,789,"1355202940504576001",0
559,1325037,"Valencia",3,884,"1355204075940438023",0
560,422565,"Barcelona",2,1264,"1355204708294651905",0
561,619957,"Sevilla",4,1036,"1355206095782948866",0
562,545002,"Valencia",2,883,"1355207483011301376",0
563,451115,"Sevilla",2,539,"1355210387310977031",0
564,972672,"Oviedo",1,1159,"1355211774782550018",0
565,290286,"Bilbao",1,722,"1355212910499422211",0
566,543437,"Madrid",4,869,"1355213291040157707",0
567,195259,"Bilbao",2,553,"1355214426639577098",0
568,425861,"Bilbao",5,631,"1355215562515881985",0
569,1241797,"Bilbao",3,832,"1355216950046167040",0
570,846491,"Bilbao",4,909,"1355217582480105476",0
571,254225,"Valencia",5,1403,"1355218718553481218",0
572,390270,"Valencia",1,1457,"1355219602595311616",0
573,1715383,"Ibiza",5,812,"1355220738396082180",0
574,60757,"Sevilla",2,643,"1355222125800525828",0
690,1558030,"Madrid",5,1195,"1355333740579446784",0
575,1707766,"Barcelona",1,1406,"1355223513351782408",0
576,709875,"Madrid",4,1092,"1355224649148329985",0
577,483009,"Barcelona",4,1256,"1355225533286637570",0
578,476487,"Oviedo",4,901,"1355226920720494594",0
579,2029413,"Valencia",1,869,"1355227553217261568",0
580,1238737,"Sevilla",4,952,"1355228437246582784",0
581,1341467,"Barcelona",5,1427,"1355229824755888129",0
582,1722615,"Ibiza",2,609,"1355230708722229249",0
583,1474921,"Barcelona",5,491,"1355231592843771904",0
584,394363,"Valencia",1,416,"1355232476873035776",0
585,1929127,"Valencia",5,1027,"1355233361258807296",0
586,1758772,"Ibiza",4,1150,"1355233993545887744",0
587,1299806,"Valencia",5,1012,"1355235381072039941",0
588,2008041,"Barcelona",3,1111,"1355236265331994626",0
589,1520718,"Bilbao",5,1446,"1355236897652674563",0
590,1640528,"Oviedo",5,1246,"1355237530162110466",0
591,1184144,"Madrid",2,1234,"1355238666084491266",0
592,10638,"Oviedo",1,1288,"1355240053639962626",0
593,958782,"Sevilla",1,1446,"1355241189277134855",0
594,689274,"Madrid",5,812,"1355242576283111430",0
595,1286190,"Oviedo",5,1040,"1355243460249444352",0
596,1017080,"Barcelona",2,1132,"1355244847846797312",0
597,1137902,"Barcelona",3,914,"1355245983207202818",0
598,14679,"Ibiza",1,530,"1355247370691375109",0
599,436104,"Madrid",4,663,"1355248003301453836",0
600,285721,"Ibiza",5,1421,"1355248635810820097",0
601,985820,"Oviedo",2,982,"1355249519915638797",0
602,2063031,"Oviedo",5,793,"1355250404204965893",0
603,982807,"Bilbao",5,1057,"1355251539976335360",0
604,683234,"Sevilla",4,1402,"1355252927623999490",0
605,418324,"Valencia",5,1302,"1355254315124981761",0
606,73749,"Valencia",2,848,"1355254947680575495",0
607,2090811,"Bilbao",2,1099,"1355256083502276611",0
608,2014549,"Barcelona",1,1316,"1355257470810288141",0
609,949571,"Oviedo",3,1152,"1355258103407796226",0
610,576975,"Madrid",1,943,"1355258735938187269",0
611,2074730,"Valencia",1,1193,"1355259620122619909",0
612,1529037,"Bilbao",2,425,"1355260000722165761",0
613,671828,"Barcelona",3,1162,"1355260633193844736",0
614,1786181,"Bilbao",4,745,"1355261517315371017",0
615,28709,"Madrid",4,845,"1355262149489254405",0
616,2011208,"Sevilla",1,1245,"1355263285147430914",0
617,118082,"Madrid",5,1178,"1355264420721659908",0
618,739166,"Bilbao",1,1022,"1355265053193351171",0
619,1148363,"Barcelona",5,1202,"1355266188755005444",0
620,1482559,"Madrid",2,1162,"1355267324736122891",0
621,229637,"Sevilla",1,874,"1355267957107126282",0
622,1787835,"Oviedo",2,1143,"1355268841325129729",0
623,244761,"Sevilla",1,1153,"1355269977079767040",0
624,572506,"Oviedo",2,593,"1355270861029318658",0
625,568169,"Bilbao",4,1489,"1355271745205317641",0
626,336481,"Barcelona",3,679,"1355272629473710086",0
627,335588,"Oviedo",1,996,"1355273765270286337",0
628,924494,"Madrid",3,949,"1355274397821652996",0
629,123935,"Madrid",2,637,"1355275785272242177",0
630,1042357,"Barcelona",2,682,"1355277172391505921",0
631,1957435,"Ibiza",4,1321,"1355277804741521408",0
632,456899,"Madrid",1,515,"1355278940382908419",0
633,1342029,"Barcelona",2,1001,"1355280076288495617",0
634,221895,"Valencia",5,985,"1355280709347389440",0
635,845695,"Barcelona",5,1318,"1355281845353644032",0
636,1417431,"Sevilla",4,1294,"1355282477875683330",0
637,71440,"Madrid",3,1024,"1355283362026561536",0
638,844393,"Oviedo",5,1161,"1355284497714053126",0
639,195395,"Ibiza",1,1370,"1355285130093408258",0
640,1400261,"Valencia",5,904,"1355285510495870977",0
641,1124916,"Bilbao",1,874,"1355286646292422657",0
642,1089655,"Oviedo",1,921,"1355287782109929473",0
643,155844,"Sevilla",5,1114,"1355288414430654464",0
644,1747424,"Ibiza",1,1487,"1355289047040741377",0
645,1196792,"Oviedo",4,812,"1355289679470456832",0
646,399127,"Bilbao",1,461,"1355290815447363585",0
647,1746646,"Madrid",1,528,"1355292202856022016",0
648,964845,"Madrid",1,712,"1355293086709129219",0
649,2052354,"Sevilla",4,1093,"1355293719319244801",0
650,1362619,"Madrid",3,754,"1355294351853834242",0
651,1566727,"Oviedo",2,1274,"1355295487683932161",0
652,1625560,"Barcelona",5,577,"1355296120449200131",0
653,764727,"Ibiza",2,952,"1355297507908186118",0
654,1977520,"Barcelona",1,1246,"1355298139893338115",0
655,43414,"Valencia",1,653,"1355298520295739395",0
656,752889,"Barcelona",5,830,"1355299404182396930",0
657,1105178,"Barcelona",1,1334,"1355300036545011717",0
658,205159,"Ibiza",2,870,"1355301424146640896",0
659,1545737,"Ibiza",5,1393,"1355302056681218051",0
660,648721,"Barcelona",1,772,"1355303444077228040",0
661,1158241,"Oviedo",3,1297,"1355304327867494401",0
662,97614,"Valencia",3,1468,"1355305463886340102",0
663,1035341,"Bilbao",5,401,"1355306599758368768",0
664,858326,"Barcelona",5,1445,"1355307986906996742",0
665,200447,"Sevilla",1,1458,"1355309122745475076",0
666,2005688,"Sevilla",1,432,"1355310258063888387",0
667,1385335,"Bilbao",5,853,"1355310890715897857",0
668,998995,"Barcelona",4,825,"1355311774254428160",0
669,1978746,"Bilbao",5,1136,"1355312406814216199",0
670,1084839,"Oviedo",4,876,"1355313291078328322",0
671,452110,"Bilbao",3,1144,"1355314426887462915",0
672,138929,"Sevilla",5,521,"1355315059262709764",0
673,2094453,"Sevilla",5,731,"1355316446574891011",0
674,1924832,"Ibiza",4,1057,"1355317078606159875",0
675,749529,"Ibiza",1,903,"1355318465905700867",0
676,1312447,"Valencia",5,1329,"1355319853113085952",0
677,1938338,"Valencia",2,674,"1355321240593068043",0
678,319364,"Barcelona",1,1033,"1355322124777484288",0
679,1855311,"Oviedo",1,410,"1355323260431425539",0
680,1404667,"Bilbao",3,1167,"1355324144485883908",0
681,1333522,"Oviedo",4,782,"1355325279993008129",0
682,805732,"Ibiza",1,1379,"1355326415898554368",0
683,915990,"Ibiza",2,1435,"1355327300137582594",0
684,1031217,"Bilbao",1,981,"1355327932613468171",0
685,871517,"Valencia",4,1207,"1355329320101810185",0
686,1484208,"Oviedo",2,600,"1355330204160421899",0
687,1086651,"Madrid",2,775,"1355330836619530242",0
688,717346,"Sevilla",5,622,"1355331468776636418",0
689,958813,"Oviedo",2,722,"1355332604610949126",0
691,870165,"Madrid",3,741,"1355334876438933512",0
692,1620663,"Valencia",5,899,"1355336012398997507",0
693,612963,"Ibiza",3,1156,"1355336896508002307",0
694,9139,"Sevilla",4,1418,"1355337528870662149",0
695,1066535,"Madrid",5,829,"1355338161325568003",0
696,895925,"Ibiza",2,577,"1355339045530951683",0
697,1730291,"Ibiza",1,692,"1355339678094921728",0
698,1970621,"Bilbao",3,840,"1355340310398775297",0
699,113175,"Barcelona",1,609,"1355341446136688646",0
700,388703,"Sevilla",3,515,"1355342833222348802",0
701,1451071,"Bilbao",3,860,"1355343968750415874",0
702,750190,"Madrid",5,824,"1355345355970392067",0
703,589102,"Ibiza",3,726,"1355345988484030464",0
704,403305,"Valencia",1,1452,"1355347375976538119",0
705,1250353,"Madrid",3,1031,"1355348511936622596",0
706,1798505,"Madrid",2,407,"1355349396016271361",0
707,639098,"Oviedo",1,768,"1355350531565379584",0
708,842604,"Oviedo",1,848,"1355351667357724673",0
709,910066,"Valencia",2,787,"1355352299695124481",0
710,889871,"Bilbao",5,523,"1355353435349118976",0
711,1831226,"Bilbao",3,1227,"1355354067678203908",0
712,883749,"Sevilla",5,1142,"1355355203445387268",0
713,2062678,"Bilbao",3,563,"1355356087243960321",0
714,1353833,"Madrid",2,1101,"1355357474707152898",0
715,700353,"Sevilla",3,1033,"1355358359046807554",0
716,164013,"Bilbao",1,679,"1355359746648399873",0
717,830797,"Sevilla",3,548,"1355360882600120325",0
718,966515,"Ibiza",1,1480,"1355361515042435073",0
719,1410080,"Barcelona",1,797,"1355362399218499585",0
720,1218468,"Barcelona",5,862,"1355363786337751040",0
721,634492,"Oviedo",5,905,"1355364670459281410",0
722,774930,"Madrid",1,466,"1355365302759026695",0
723,30064,"Valencia",3,707,"1355366438631038977",0
724,642913,"Bilbao",1,1131,"1355367322769387525",0
725,1597881,"Bilbao",1,470,"1355367703423365123",0
726,303790,"Ibiza",1,659,"1355368335781867526",0
727,1065200,"Valencia",4,1198,"1355369723362476032",0
728,24840,"Valencia",4,1410,"1355370355666378758",0
729,1197019,"Bilbao",1,470,"1355370735712272385",0
730,1690378,"Oviedo",4,1174,"1355371871412350976",0
731,1534859,"Ibiza",3,1132,"1355372755332575242",0
732,1528712,"Sevilla",5,1170,"1355373135630135307",0
733,297135,"Bilbao",2,735,"1355374019734863875",0
734,822230,"Madrid",3,1241,"1355374903801880577",0
735,1907948,"Barcelona",4,609,"1355375787826937858",0
736,1212053,"Oviedo",2,852,"1355376420248297473",0
737,1925276,"Valencia",1,422,"1355377807245926401",0
738,1640218,"Bilbao",1,606,"1355378691283546112",0
739,1356950,"Ibiza",4,833,"1355379827197538306",0
740,1272393,"Oviedo",5,641,"1355380711293923329",0
741,1142780,"Oviedo",2,1069,"1355381595553861634",0
742,1726883,"Madrid",2,1466,"1355382982685712387",0
743,1376949,"Barcelona",1,1267,"1355383866647838720",0
744,816614,"Sevilla",1,540,"1355385254094245889",0
745,1907543,"Sevilla",1,1337,"1355385886633041921",0
746,1799922,"Valencia",3,894,"1355387273890697219",0
747,507688,"Valencia",5,1097,"1355388661207080967",0
748,911083,"Bilbao",1,481,"1355389545114697730",0
749,1881692,"Oviedo",4,484,"1355390177481523201",0
750,51520,"Bilbao",5,732,"1355391061380788228",0
751,1128640,"Bilbao",4,1270,"1355391693827284992",0
752,1843640,"Barcelona",4,1396,"1355392829338624005",0
753,1641032,"Ibiza",4,696,"1355394216705273856",0
754,170454,"Barcelona",4,1084,"1355395100361289728",0
755,189262,"Ibiza",4,1179,"1355396236203986953",0
756,902471,"Madrid",1,720,"1355397119998373888",0
757,625698,"Ibiza",1,810,"1355398507306344450",0
758,678237,"Valencia",1,1207,"1355399140046471168",0
759,1981224,"Barcelona",5,653,"1355400527488671744",0
760,2083896,"Valencia",1,1175,"1355401160111382530",0
761,1799765,"Oviedo",2,633,"1355402044207747074",0
762,1937453,"Barcelona",3,1439,"1355403431310200833",0
763,1127976,"Ibiza",2,716,"1355404818429468673",0
764,620838,"Madrid",5,1452,"1355405954372743170",0
765,742695,"Ibiza",5,1442,"1355407341626265601",0
766,58744,"Oviedo",5,755,"1355407973930164225",0
767,909596,"Sevilla",1,866,"1355409361087197187",0
768,1912650,"Barcelona",4,1348,"1355409993810518017",0
769,267184,"Sevilla",1,1226,"1355410877814607875",0
770,1329078,"Madrid",4,1058,"1355411510269530113",0
771,769358,"Sevilla",4,958,"1355412897741090818",0
772,1942041,"Madrid",4,862,"1355413529986281475",0
773,1697080,"Valencia",4,1180,"1355414665644433408",0
774,868386,"Bilbao",1,1300,"1355416053090840582",0
775,1080576,"Bilbao",4,600,"1355417440587546625",0
776,1333278,"Madrid",3,1268,"1355418827731955715",0
777,1958233,"Ibiza",5,442,"1355419459821973506",0
778,876211,"Bilbao",4,463,"1355420847222255617",0
779,1260290,"Barcelona",1,727,"1355422234467295238",0
780,1531373,"Bilbao",3,439,"1355422866821406723",0
781,499325,"Ibiza",1,700,"1355424002282573825",0
782,546726,"Bilbao",5,931,"1355425138066513924",0
783,2016201,"Madrid",4,673,"1355425770538201091",0
784,48518,"Sevilla",3,919,"1355426654450028544",0
785,1752792,"Ibiza",3,609,"1355427538785472512",0
786,9067,"Madrid",2,966,"1355428171492028425",0
787,1564508,"Ibiza",5,1336,"1355429558800023552",0
788,1826000,"Valencia",4,930,"1355430191061938178",0
789,376028,"Barcelona",3,1329,"1355430823382687744",0
790,838431,"Barcelona",5,955,"1355431707416154113",0
791,2008268,"Oviedo",4,443,"1355433094610907136",0
792,1719716,"Bilbao",5,491,"1355433726864478209",0
793,1283680,"Ibiza",1,697,"1355435114105368576",0
794,334221,"Ibiza",3,1330,"1355435998122037248",0
795,1621609,"Valencia",4,732,"1355436882017005570",0
796,1105924,"Barcelona",5,653,"1355437766042120192",0
797,870776,"Madrid",1,1039,"1355438398278955008",0
798,755691,"Barcelona",4,1250,"1355439030759018496",0
799,943669,"Valencia",2,1409,"1355439914528157697",0
800,558258,"Bilbao",3,465,"1355441050450538498",0
801,1393470,"Sevilla",3,1364,"1355441934018486272",0
802,1718184,"Ibiza",2,1027,"1355443069764710400",0
803,1079313,"Ibiza",2,1072,"1355443450297131010",0
804,1606169,"Ibiza",2,1018,"1355444334334763009",0
805,1295502,"Barcelona",2,570,"1355444966630318087",0
806,1423100,"Bilbao",5,401,"1355445850772824065",0
807,1577720,"Bilbao",4,1234,"1355446986271555585",0
808,1994952,"Madrid",2,1207,"1355447618768412673",0
809,724525,"Oviedo",5,675,"1355448754548187139",0
810,2025743,"Valencia",3,530,"1355449387187638273",0
811,1183382,"Barcelona",2,1406,"1355450271174942722",0
812,1327282,"Valencia",4,1420,"1355451155262877697",0
813,1561513,"Madrid",3,1447,"1355452039288016896",0
814,182419,"Bilbao",3,1005,"1355452671537405953",0
815,1483107,"Valencia",4,478,"1355453807145193474",0
816,1089422,"Bilbao",4,524,"1355454439436541956",0
817,1504879,"Madrid",1,750,"1355455071744569347",0
818,1212145,"Barcelona",4,1430,"1355456459048415232",0
819,1136308,"Sevilla",3,428,"1355457342893125633",0
820,1615008,"Ibiza",2,621,"1355458226783981569",0
821,1631420,"Valencia",5,1377,"1355459362400202754",0
822,1564930,"Bilbao",4,546,"1355460498024779777",0
823,1493640,"Barcelona",2,948,"1355461382200819713",0
824,1325333,"Valencia",1,770,"1355462014278184961",0
825,526501,"Oviedo",4,537,"1355462646569562112",0
826,909994,"Valencia",3,1006,"1355463782173188096",0
827,2008880,"Barcelona",2,923,"1355464917936037889",0
828,1101384,"Oviedo",3,912,"1355466305109970945",0
829,470017,"Bilbao",3,1442,"1355467189260849152",0
830,432473,"Madrid",5,1200,"1355468576312983552",0
831,1280598,"Sevilla",2,641,"1355469712109559809",0
832,668319,"Valencia",1,1193,"1355470595891322882",0
833,1608999,"Oviedo",5,466,"1355471983245471745",0
834,802391,"Oviedo",2,828,"1355473370406645761",0
835,1469993,"Bilbao",4,694,"1355474254536425473",0
836,1472017,"Oviedo",4,964,"1355475390001799168",0
837,794019,"Sevilla",3,1238,"1355476273867476998",0
838,392651,"Madrid",2,1257,"1355476906083278850",0
839,1881652,"Valencia",3,1097,"1355478293445816321",0
840,1792269,"Madrid",2,1367,"1355479177319878659",0
841,756445,"Ibiza",4,727,"1355480312944480256",0
842,1500053,"Bilbao",1,1173,"1355480693212647424",0
843,202798,"Ibiza",1,1382,"1355481828933705731",0
844,59423,"Sevilla",1,995,"1355482964516335622",0
845,1728696,"Barcelona",1,1410,"1355484100493193217",0
846,1982555,"Barcelona",3,483,"1355485487591514121",0
847,1835045,"Ibiza",4,1116,"1355486120134533122",0
848,1989093,"Sevilla",5,459,"1355487507371143171",0
849,507811,"Bilbao",2,1174,"1355488391400460288",0
850,1097718,"Oviedo",4,571,"1355489778544881666",0
851,57774,"Bilbao",3,499,"1355491165940953089",0
852,1451619,"Madrid",4,789,"1355492553173381123",0
853,1206421,"Ibiza",3,980,"1355493437378854913",0
854,671443,"Sevilla",2,875,"1355494573250912259",0
855,1319256,"Sevilla",5,1348,"1355495457410211846",0
856,870933,"Madrid",4,1349,"1355496089881874435",0
857,501806,"Valencia",4,1027,"1355496722143784960",0
858,597533,"Valencia",5,636,"1355497606261190656",0
859,62109,"Bilbao",5,1146,"1355498741751492609",0
860,153071,"Barcelona",4,1128,"1355500129290227714",0
861,1424926,"Oviedo",1,805,"1355501013696999425",0
862,674715,"Sevilla",5,1445,"1355501897734623233",0
863,1788844,"Sevilla",1,452,"1355503033564753920",0
864,417784,"Ibiza",1,1353,"1355504169059278850",0
865,1434068,"Barcelona",3,1076,"1355505053147279363",0
866,1704615,"Sevilla",4,1423,"1355506188667015168",0
867,197885,"Oviedo",4,1314,"1355506820819922945",0
868,1860217,"Madrid",1,753,"1355508207851024384",0
869,1059542,"Ibiza",3,1067,"1355509343572123648",0
870,1805049,"Sevilla",1,906,"1355510479393841153",0
871,417836,"Valencia",3,1198,"1355510859955638279",0
872,1846829,"Madrid",2,1274,"1355512247167102977",0
873,868370,"Barcelona",1,581,"1355513131359993857",0
874,744308,"Madrid",2,812,"1355514015427014656",0
875,1643881,"Barcelona",1,1021,"1355514899523317766",0
876,1212165,"Bilbao",3,972,"1355516286667784193",0
877,830310,"Bilbao",4,718,"1355517673946427392",0
878,1432397,"Valencia",4,749,"1355518809445183491",0
879,1403987,"Oviedo",5,1007,"1355519944914595841",0
880,1541920,"Valencia",1,647,"1355520577197498368",0
881,699083,"Bilbao",4,496,"1355521964648099848",0
882,619141,"Ibiza",1,973,"1355523100574674949",0
883,1754356,"Madrid",3,941,"1355523733260283906",0
884,974637,"Madrid",5,616,"1355524617427963905",0
885,1951264,"Barcelona",5,1279,"1355526004475899904",0
886,1670412,"Ibiza",2,1401,"1355526637211815938",0
887,409393,"Oviedo",5,400,"1355527773255774216",0
888,1000475,"Sevilla",1,671,"1355528153716973569",0
889,677849,"Bilbao",1,1179,"1355528785827926017",0
890,619818,"Bilbao",5,675,"1355529669962063872",0
891,8492,"Ibiza",1,523,"1355531057681063937",0
892,909391,"Ibiza",4,1331,"1355532445022613509",0
893,22235,"Ibiza",5,434,"1355533832355799040",0
894,731438,"Bilbao",3,1387,"1355534968353677312",0
895,1302823,"Sevilla",2,1263,"1355536355938471937",0
896,1668814,"Valencia",3,480,"1355536988435341315",0
897,1816459,"Bilbao",4,1067,"1355538124194066433",0
898,809727,"Bilbao",4,550,"1355538756644777985",0
899,1108831,"Valencia",4,1151,"1355539640967696385",0
900,967282,"Madrid",2,1447,"1355540021466562568",0
901,1415227,"Madrid",4,1046,"1355541409051406342",0
902,218530,"Oviedo",1,1436,"1355542796611031040",0
903,227063,"Oviedo",2,1344,"1355543680594153474",0
904,961304,"Valencia",2,988,"1355544312893865986",0
905,2036124,"Madrid",3,539,"1355544945508159488",0
906,840730,"Bilbao",5,1126,"1355546333147508739",0
907,901119,"Sevilla",4,1008,"1355546965665325059",0
908,959614,"Valencia",2,673,"1355547849811963907",0
909,1361775,"Oviedo",3,1108,"1355548733749010432",0
910,1667406,"Oviedo",5,508,"1355549366216503303",0
911,1549187,"Barcelona",4,1331,"1355550753285402625",0
912,93545,"Oviedo",4,958,"1355551889224556548",0
913,1088565,"Barcelona",3,477,"1355552521658507270",0
914,620531,"Valencia",2,1446,"1355553657501192194",0
915,600580,"Barcelona",4,886,"1355554793264132097",0
916,1023123,"Sevilla",3,1469,"1355555928993632269",0
917,807751,"Ibiza",1,618,"1355557064811163653",0
918,1156040,"Oviedo",3,745,"1355557949083680769",0
919,1426466,"Sevilla",3,433,"1355558833486254083",0
920,102812,"Bilbao",5,758,"1355559717825818630",0
921,856502,"Valencia",5,821,"1355560853794381825",0
922,647118,"Oviedo",5,1438,"1355561738079502345",0
923,130502,"Ibiza",5,934,"1355562622385594372",0
924,182377,"Valencia",5,992,"1355563254844678150",0
925,1797213,"Valencia",4,1013,"1355563887324766210",0
926,87612,"Barcelona",2,950,"1355564519905521664",0
927,972871,"Bilbao",5,965,"1355565403989291017",0
928,471308,"Ibiza",3,813,"1355566036452573186",0
929,1626381,"Barcelona",4,1430,"1355567423487881218",0
930,2088008,"Madrid",4,957,"1355568810963693570",0
931,41454,"Barcelona",4,554,"1355569946449891329",0
932,883216,"Oviedo",3,766,"1355571334286344194",0
933,1364760,"Madrid",3,722,"1355572721762103296",0
934,805265,"Bilbao",3,769,"1355573353919242246",0
935,738612,"Valencia",4,1291,"1355574489699000325",0
936,1240812,"Barcelona",2,931,"1355575876692402177",0
937,1878434,"Ibiza",5,610,"1355576509306699776",0
938,2010614,"Ibiza",1,890,"1355577393390493700",0
939,1457465,"Madrid",4,1318,"1355578780950155267",0
940,2036497,"Madrid",2,691,"1355579413509922816",0
941,381075,"Madrid",5,972,"1355580046027714570",0
942,629541,"Ibiza",2,917,"1355580678780448769",0
943,734567,"Ibiza",3,631,"1355581311348592650",0
944,1661098,"Bilbao",1,1392,"1355582698631405570",0
945,475973,"Barcelona",4,940,"1355583582706814978",0
946,411177,"Bilbao",2,993,"1355584970232909826",0
947,1104506,"Sevilla",3,1294,"1355586357779902465",0
948,60859,"Valencia",5,1390,"1355587241586929664",0
949,667398,"Sevilla",4,897,"1355588125628788736",0
950,1833070,"Bilbao",1,1473,"1355589512810930181",0
951,900726,"Sevilla",3,938,"1355590900248940545",0
952,177347,"Sevilla",3,1175,"1355591784051716101",0
953,1184641,"Madrid",3,954,"1355593171485523974",0
954,965906,"Valencia",4,1294,"1355594055804211202",0
955,297542,"Bilbao",4,1022,"1355594688451981312",0
956,1136885,"Oviedo",1,1079,"1355595824894513155",0
957,1022576,"Barcelona",3,879,"1355596457324195840",0
958,582301,"Sevilla",2,472,"1355597592818823171",0
959,226784,"Ibiza",4,460,"1355598980747563013",0
960,1778443,"Oviedo",2,501,"1355599865338847232",0
961,1110396,"Bilbao",4,662,"1355600245799981059",0
962,485590,"Oviedo",2,687,"1355601633317695490",0
963,1218890,"Bilbao",5,513,"1355603020512428038",0
964,1928639,"Bilbao",2,1351,"1355603653017661441",0
965,891552,"Valencia",4,1275,"1355604285745111040",0
966,760086,"Ibiza",4,432,"1355605169967403011",0
967,1741383,"Barcelona",2,528,"1355606305604591622",0
968,675571,"Valencia",5,903,"1355607692757360645",0
969,1162592,"Barcelona",5,743,"1355608325296173056",0
970,1097143,"Bilbao",2,833,"1355609460950102024",0
971,974637,"Oviedo",5,1367,"1355610848664940544",0
972,718040,"Madrid",2,576,"1355611732824240129",0
973,673617,"Sevilla",5,1472,"1355612616803168257",0
974,1852127,"Bilbao",4,1150,"1355613249551572993",0
975,1832755,"Sevilla",2,568,"1355614385432092672",0
976,1381827,"Valencia",2,1420,"1355615018021224449",0
977,703733,"Barcelona",5,904,"1355615902289588225",0
978,622298,"Ibiza",5,1139,"1355616534648020994",0
979,1688240,"Oviedo",3,1046,"1355617167199375363",0
980,251659,"Madrid",1,962,"1355618051488587776",0
981,1729188,"Madrid",3,742,"1355619187662745601",0
982,1843324,"Ibiza",2,1445,"1355620575075573760",0
983,1184433,"Bilbao",2,799,"1355621207677300737",0
984,1710766,"Valencia",1,1000,"1355622091966582786",0
985,1013974,"Bilbao",5,950,"1355622975840649217",0
986,1580698,"Sevilla",3,1480,"1355623608312344583",0
987,1743091,"Oviedo",4,1085,"1355624240880480258",0
988,1565188,"Valencia",3,1288,"1355625124859359237",0
989,906365,"Barcelona",4,1077,"1355626512867876865",0
990,691625,"Bilbao",2,506,"1355627145251475458",0
991,1759351,"Bilbao",2,612,"1355627777593106435",0
992,1932100,"Valencia",2,995,"1355628661865590792",0
993,1221935,"Madrid",5,480,"1355629546167525381",0
994,945155,"Valencia",1,1135,"1355630178546962433",0
995,239122,"Sevilla",4,956,"1355631062471348229",0
996,858504,"Ibiza",3,1243,"1355632198242738176",0
997,1028814,"Barcelona",3,784,"1355633082573979649",0
998,349799,"Oviedo",2,806,"1355634218269859846",0
999,540486,"Madrid",4,861,"1355635605875666945",0
1000,304486,"Bilbao",1,891,"1355636741626077187",0
1001,1191104,"Ibiza",3,1477,"1355637374164869121",0
1002,1329833,"Oviedo",2,809,"1355638258147979264",0
1003,1718860,"Madrid",2,1188,"1355639142223388676",0
1004,1535764,"Madrid",2,1164,"1355639774841868294",0
1005,332715,"Sevilla",1,417,"1355641162397265921",0
1006,1896928,"Ibiza",4,452,"1355642046451769345",0
1007,442070,"Oviedo",4,1102,"1355643434103681024",0
1008,1144818,"Barcelona",4,1156,"1355644318183280645",0
1009,2042750,"Barcelona",2,1253,"1355645454197940225",0
